PERIOD,GAME_CLOCK,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,CLOSE_DEF_DIST
4,50,9.0,2,5.3,4.6,2,2.9
1,430,19.3,0,0.7,21.8,3,3.4
2,76,24.0,0,0.1,3.2,2,3.5
2,322,12.8,0,0.8,22.3,3,4.4
4,550,8.0,5,3.5,5.1,2,2.0
4,94,11.7,0,1.0,5.7,2,5.0
1,619,17.0,0,0.7,24.4,3,4.5
2,164,5.9,3,3.4,4.9,2,1.2
1,351,4.9,2,2.4,8.4,2,1.0
1,467,22.7,0,0.8,18.9,2,6.6
4,448,17.9,0,1.2,23.4,3,5.7
2,545,24.0,0,0.0,1.1,2,1.3
4,69,19.0,0,1.0,4.1,2,3.6
1,356,13.4,0,0.9,11.4,2,6.0
2,273,15.8,10,7.3,8.2,2,2.0
1,110,15.8,0,0.8,22.2,3,3.7
2,7,4.5,18,17.7,24.4,3,4.7
2,212,4.1,1,5.8,1.4,2,1.9
3,451,15.5,6,6.2,6.0,2,0.2
1,416,16.2,0,1.0,21.8,2,5.7
1,274,10.2,1,1.3,20.6,2,4.2
4,401,22.5,0,0.0,2.1,2,0.4
3,620,14.7,0,2.0,14.0,2,2.5
4,698,3.0,0,1.7,1.4,2,0.0
1,338,12.0,0,0.9,24.1,3,4.6
2,412,13.7,10,9.1,2.6,2,2.5
3,653,13.8,0,0.8,20.3,2,4.0
3,697,13.0,1,1.5,4.5,2,7.3
2,245,13.5,14,10.1,5.5,2,2.6
3,229,16.0,6,5.1,24.3,3,4.1
4,390,10.1,0,0.9,18.4,2,9.0
2,428,18.0,0,0.9,4.1,2,1.3
3,86,13.9,6,4.4,7.1,2,2.2
1,506,3.8,1,1.5,6.3,2,4.5
3,512,3.4,4,4.2,26.0,3,3.2
2,265,24.0,0,0.0,13.7,2,11.4
3,284,19.3,0,1.1,2.5,2,0.2
1,117,12.3,0,4.0,3.7,2,1.4
3,205,22.2,4,3.5,3.1,2,3.5
4,434,9.0,0,1.1,22.0,3,4.2
3,42,14.8,10,9.3,24.0,3,3.8
3,224,13.1,2,6.1,6.6,2,4.2
3,201,2.5,3,4.1,24.5,3,4.0
4,154,18.1,1,1.5,4.2,2,1.1
1,687,7.1,0,2.8,21.6,2,4.0
1,448,13.4,0,0.7,23.2,3,3.6
3,324,6.2,2,4.8,12.1,2,4.4
1,395,9.8,0,0.9,5.3,2,3.2
1,236,12.0,5,4.0,5.8,2,2.0
3,684,3.2,0,0.7,22.2,3,5.3
1,385,20.8,0,0.9,2.5,2,3.5
1,629,19.9,1,3.2,23.8,3,6.1
3,149,10.8,0,3.8,16.5,2,4.4
2,599,10.0,0,0.9,27.8,3,5.8
5,245,16.0,9,7.6,18.5,2,5.9
3,376,15.0,0,0.7,8.8,2,3.4
4,431,6.6,2,3.1,3.0,2,2.3
2,180,2.8,5,6.9,13.4,2,5.8
2,598,5.9,0,1.0,14.5,2,5.2
4,107,2.0,1,3.2,19.0,2,5.1
1,481,5.1,0,0.6,4.3,2,4.3
1,660,20.3,6,3.7,1.8,2,22.7
1,634,18.4,0,0.8,25.1,3,10.0
3,636,16.3,3,3.4,7.7,2,3.2
1,566,15.8,1,2.5,8.8,2,2.0
2,85,11.5,0,0.7,5.0,2,2.4
3,62,13.7,1,1.4,5.3,2,2.1
2,386,13.1,2,3.9,12.1,2,5.0
1,539,15.3,1,1.7,3.7,2,1.8
1,264,6.3,6,6.3,7.4,2,1.9
2,409,17.1,0,0.9,24.7,3,6.7
3,645,10.2,0,0.8,16.8,2,7.2
1,466,19.0,4,4.7,17.2,2,5.4
3,406,14.9,12,9.1,20.5,2,5.2
2,515,24.0,0,0.0,4.6,2,0.2
1,274,23.1,0,0.4,3.9,2,1.9
1,260,12.7,2,3.2,10.1,2,2.9
2,345,12.4,0,0.0,26.6,3,10.5
4,642,8.0,0,0.9,25.2,3,5.6
4,276,14.8,9,8.1,2.8,2,1.8
1,425,5.7,0,0.9,24.1,3,5.0
3,458,17.4,0,1.1,22.2,3,5.1
1,701,6.4,1,1.7,12.3,2,2.3
3,67,12.9,0,1.2,23.9,3,19.6
2,56,5.5,0,0.8,4.8,2,2.2
3,234,7.4,0,3.8,16.5,2,4.7
1,436,23.6,0,0.8,4.1,2,7.4
3,620,11.4,10,8.0,5.6,2,3.9
4,223,10.9,13,11.7,16.2,2,2.2
4,413,8.2,1,1.5,6.8,2,2.3
1,394,16.0,9,8.0,23.7,3,7.5
3,521,15.4,0,0.8,22.7,3,5.9
3,653,14.3,0,0.7,9.5,2,3.7
2,61,21.0,4,3.8,3.5,2,3.1
1,377,5.3,0,0.7,24.1,3,4.1
3,241,21.9,0,0.1,2.2,2,1.0
3,415,15.7,10,8.6,1.0,2,2.6
4,379,16.1,0,0.9,19.1,2,5.3
1,667,8.3,2,4.3,6.3,2,4.4
1,705,10.7,0,1.1,22.7,3,3.3
4,706,10.6,0,0.6,23.0,3,5.9
1,128,11.7,0,0.7,8.2,2,1.5
4,608,12.6,0,1.0,23.8,3,3.4
2,33,15.1,0,1.0,2.5,2,0.2
4,445,4.6,0,0.5,3.6,2,2.5
3,407,10.5,9,8.8,16.7,2,5.6
1,335,13.3,14,11.6,9.4,2,7.1
1,312,20.3,5,5.6,16.7,2,8.8
3,344,10.5,8,6.5,16.0,2,7.6
1,153,9.3,2,5.3,10.2,2,2.2
3,418,3.8,0,0.8,15.5,2,5.8
2,140,11.4,0,0.6,10.5,2,2.0
2,74,12.0,0,0.8,3.1,2,3.9
2,377,19.4,3,3.5,26.7,3,5.9
4,95,10.3,1,1.0,2.9,2,1.4
5,198,17.6,7,5.6,17.0,2,2.5
1,221,6.0,0,1.0,24.9,3,3.7
2,675,8.0,4,3.8,17.9,2,3.8
1,107,12.4,1,2.3,13.9,2,3.9
2,95,8.4,0,0.6,2.2,2,2.7
4,367,9.3,2,2.2,5.8,2,2.0
4,38,16.0,6,6.0,14.5,2,2.6
2,56,17.5,2,2.3,18.5,2,5.3
1,74,13.4,2,3.0,4.6,2,0.9
3,39,11.6,2,1.8,9.7,2,1.6
1,251,9.9,1,1.4,19.7,2,4.3
4,358,20.0,4,4.2,3.8,2,2.4
1,353,17.2,5,3.8,24.4,3,6.9
3,555,13.0,2,2.5,4.8,2,2.0
4,655,17.6,0,0.8,24.3,3,7.2
4,675,8.6,0,1.5,24.4,3,7.2
2,296,16.9,3,3.8,2.1,2,0.8
1,80,13.1,0,0.7,24.4,3,2.8
3,641,17.9,5,5.2,25.1,3,4.7
4,510,9.0,17,14.2,4.0,2,1.3
1,73,20.9,1,2.2,8.1,2,1.6
1,151,9.1,6,9.8,14.9,2,4.1
2,283,15.7,0,0.9,19.8,2,3.8
1,420,12.0,2,2.3,13.7,2,4.5
1,338,5.9,0,1.7,4.5,2,2.8
2,208,14.6,0,0.8,23.0,3,5.4
2,183,7.0,0,0.7,17.0,2,8.0
1,448,17.5,5,3.3,6.5,2,0.7
3,309,11.3,0,0.5,2.2,2,4.5
3,392,12.2,2,2.0,15.6,2,2.9
1,306,19.9,0,2.2,4.5,2,6.0
2,334,21.4,2,3.2,5.3,2,3.1
2,676,18.7,0,1.1,25.3,3,10.5
4,99,24.0,0,0.1,1.5,2,1.6
2,355,10.5,0,0.8,21.3,3,5.1
2,485,24.0,0,0.0,0.4,2,1.1
3,577,15.1,7,6.3,24.3,3,5.2
2,255,9.2,0,0.9,3.8,2,2.7
1,591,13.4,1,1.9,24.6,3,4.3
3,516,12.7,2,2.6,6.7,2,4.2
3,291,3.0,2,2.2,11.7,2,5.9
3,639,6.6,3,4.1,10.6,2,2.9
4,401,10.6,1,2.9,7.0,2,1.7
1,23,11.5,3,4.5,19.1,2,2.8
2,351,19.3,1,1.8,1.2,2,2.6
1,426,24.0,0,0.0,3.6,2,1.6
2,98,8.4,0,1.0,22.8,3,4.1
4,382,14.6,3,3.3,7.2,2,3.0
3,444,3.1,4,4.9,18.3,2,3.8
4,430,9.8,0,1.0,23.1,3,11.5
2,314,14.8,0,1.0,20.0,2,6.2
2,7,5.4,0,0.8,14.8,2,7.8
2,542,18.5,5,5.2,17.6,2,0.9
4,467,5.0,2,7.5,15.0,2,2.3
1,629,9.5,5,5.8,1.8,2,3.2
3,605,14.0,0,1.0,20.0,2,6.3
3,191,5.0,4,4.0,4.2,2,1.3
1,346,24.0,0,0.3,0.8,2,2.7
3,704,8.3,0,0.8,20.0,2,5.1
4,37,13.9,0,0.8,18.4,2,3.8
2,585,5.2,0,0.6,6.9,2,2.5
4,280,8.0,0,1.1,1.4,2,0.6
4,280,19.4,5,5.3,6.9,2,3.8
4,542,5.1,2,5.8,18.2,2,5.7
5,281,5.4,0,0.6,24.5,3,4.8
1,572,12.1,4,4.8,16.0,2,4.9
3,532,8.9,4,4.8,6.5,2,1.8
1,291,15.0,0,1.2,6.1,2,0.9
1,538,9.2,7,5.4,4.6,2,1.3
1,59,16.8,0,1.1,6.3,2,5.9
2,232,12.3,1,1.5,1.1,2,1.7
3,63,18.9,1,1.9,4.8,2,2.4
1,238,10.0,0,1.2,18.8,2,3.4
2,428,4.5,2,2.5,5.3,2,0.1
2,204,21.0,1,1.4,24.3,3,7.4
3,108,8.0,0,1.2,17.4,2,6.1
4,611,12.6,2,2.1,18.2,2,4.6
3,559,16.0,0,0.8,4.7,2,3.6
3,296,17.1,0,1.4,3.4,2,1.5
3,693,9.9,0,1.9,18.0,2,7.8
3,423,7.9,0,0.7,22.2,3,4.2
2,447,21.2,0,0.0,0.7,2,0.6
2,345,13.6,1,1.0,24.3,3,5.4
2,578,8.7,0,2.1,20.1,2,4.7
2,550,13.9,0,1.0,2.3,2,1.6
1,94,11.0,0,14.2,8.9,2,5.7
3,590,12.5,0,0.6,6.3,2,1.8
4,628,10.5,0,0.8,22.7,2,8.1
2,43,15.4,1,1.6,8.0,2,3.6
3,456,21.3,0,1.4,0.7,2,12.2
3,238,19.1,0,1.2,23.5,3,8.7
1,504,15.4,0,1.5,20.0,2,3.0
1,289,4.2,3,4.6,17.0,2,2.5
3,23,21.8,0,0.4,6.6,2,2.8
3,566,17.8,0,0.7,22.5,3,6.2
4,488,13.2,2,1.6,6.4,2,1.7
4,340,11.8,0,0.9,20.3,2,7.0
3,355,24.0,0,0.5,1.2,2,1.5
1,517,14.5,0,0.9,20.6,2,4.1
1,696,13.1,0,0.5,2.6,2,2.5
2,179,19.6,0,0.7,1.3,2,4.2
3,155,9.6,4,5.6,7.2,2,4.4
3,457,12.8,1,1.5,17.7,2,2.6
3,54,12.1,13,12.1,18.4,2,4.1
3,426,7.4,0,0.7,2.1,2,3.7
3,322,7.2,0,0.8,21.3,3,1.3
1,442,15.0,7,8.0,25.9,2,7.8
1,514,6.2,0,1.0,25.7,3,6.2
3,581,11.6,1,2.1,16.6,2,4.1
3,662,18.6,7,4.9,13.9,2,3.8
1,261,16.0,0,0.7,24.4,3,7.4
4,664,8.3,2,6.8,4.5,2,2.3
1,390,16.8,0,1.0,25.0,3,4.1
1,540,17.7,6,5.2,10.6,2,2.2
1,31,3.7,21,19.4,5.6,2,1.0
1,333,14.6,0,0.9,26.2,3,4.6
2,620,3.9,0,0.0,10.7,2,4.1
3,643,3.2,0,0.7,17.2,2,3.4
3,155,6.1,3,2.7,24.1,3,4.7
3,514,15.2,6,5.7,22.5,2,6.1
2,669,14.3,2,1.9,8.1,2,0.4
3,264,6.1,1,2.1,19.9,2,6.4
3,468,12.6,7,7.4,11.0,2,5.4
1,40,12.5,13,11.5,5.9,2,1.7
1,478,24.0,0,1.7,0.6,2,0.4
2,370,19.1,0,0.6,0.6,2,3.6
4,194,7.0,8,7.6,24.6,3,10.1
2,166,24.0,0,0.0,1.1,2,2.1
4,221,5.3,0,0.8,22.8,3,8.8
2,568,12.4,0,1.2,25.5,3,9.4
4,123,20.0,2,2.1,24.2,3,3.8
2,294,24.0,0,1.3,0.1,2,2.0
4,458,10.8,0,0.6,5.6,2,1.6
4,477,3.6,1,1.7,25.5,3,3.9
1,507,16.3,1,1.3,17.5,2,4.3
3,183,12.5,0,1.5,26.1,3,3.9
3,461,19.0,0,0.9,24.3,3,7.1
3,331,17.8,6,6.2,5.1,2,3.2
3,377,4.1,2,6.1,6.8,2,2.0
3,247,17.9,6,5.9,2.7,2,3.5
2,238,18.7,4,6.7,4.7,2,1.5
2,180,5.2,4,4.7,7.7,2,2.5
4,706,10.7,0,1.8,9.4,2,1.9
2,126,14.4,2,4.2,25.6,3,4.3
3,140,9.0,0,1.1,24.5,3,5.9
4,218,9.0,3,3.7,6.7,2,2.0
3,467,24.0,0,0.0,1.4,2,2.5
1,705,9.2,0,0.9,22.8,3,8.6
2,441,16.8,0,1.0,3.6,2,1.9
4,19,15.5,1,2.3,17.8,2,5.2
4,611,8.6,0,1.5,22.4,2,5.2
3,271,11.2,17,12.9,6.0,2,4.6
2,142,7.6,0,0.8,16.3,2,1.7
1,679,2.1,1,2.1,18.1,2,4.4
3,671,4.0,1,3.0,22.8,3,2.8
2,578,9.6,0,0.8,18.9,2,4.5
3,481,9.0,0,0.8,25.1,3,3.8
1,621,6.4,1,2.6,10.1,2,3.0
2,348,6.2,4,5.5,13.8,2,1.4
4,173,14.5,1,2.7,18.1,2,4.0
3,184,14.4,2,2.3,9.4,2,3.4
1,455,6.4,2,6.6,13.0,2,3.8
2,491,23.4,0,1.0,3.0,2,0.8
7,80,6.0,7,7.5,8.7,2,2.1
3,101,12.4,0,1.2,18.0,2,10.7
1,76,11.2,0,0.7,16.1,2,5.3
1,211,17.0,0,0.8,24.5,3,16.4
2,84,15.4,8,8.0,3.7,2,1.4
3,609,15.1,0,0.0,0.9,2,2.2
3,221,18.3,0,0.8,22.7,3,4.7
1,689,9.4,2,3.8,11.6,2,3.0
3,690,5.0,1,1.8,9.2,2,2.7
1,427,7.9,0,0.3,19.2,2,13.0
2,560,13.8,1,2.2,20.1,2,5.0
3,8,2.3,4,3.0,18.7,2,4.5
2,82,13.5,0,0.8,24.2,3,6.1
2,390,11.0,5,5.2,16.4,2,4.8
1,415,15.8,10,8.8,5.2,2,2.9
2,33,24.0,0,1.9,1.0,2,0.2
2,272,24.0,1,0.5,4.0,2,5.2
2,104,7.3,0,0.0,4.8,2,1.9
2,168,19.1,0,1.6,8.5,2,3.4
4,127,11.0,4,3.0,4.6,2,2.2
3,460,10.6,2,2.6,1.3,2,4.3
2,288,11.5,1,1.7,15.7,2,1.8
3,620,16.0,2,3.4,20.6,2,7.1
1,388,11.9,0,1.1,20.1,2,6.4
2,708,12.5,0,1.0,24.3,3,4.8
4,142,21.0,1,1.4,2.6,2,9.5
2,400,9.3,5,4.5,20.2,2,8.2
1,526,12.8,11,10.5,14.4,2,2.0
4,459,14.0,1,1.4,8.3,2,2.4
2,677,7.7,0,0.8,22.8,2,5.3
2,223,16.0,8,7.2,5.3,2,2.3
1,657,8.8,1,2.4,4.4,2,3.1
2,333,11.0,0,1.9,8.9,2,2.2
1,384,19.1,3,2.5,3.0,2,2.6
3,451,8.5,0,0.9,26.9,3,7.0
3,709,13.5,0,1.1,20.7,2,5.5
1,289,13.8,0,1.0,17.5,2,2.6
1,651,14.3,0,1.0,15.6,2,4.2
2,88,4.2,2,2.3,25.1,3,4.2
2,300,17.0,7,5.4,9.6,2,4.6
2,413,7.9,4,5.8,10.8,2,2.6
3,594,5.3,0,0.9,20.8,2,5.9
1,488,16.9,1,1.4,9.1,2,1.5
3,104,11.3,12,12.5,24.7,3,6.9
1,527,15.1,2,2.4,8.5,2,2.2
3,585,4.9,1,2.2,24.5,3,8.3
2,421,12.6,1,1.2,20.0,2,2.9
1,413,24.0,0,0.1,1.3,2,2.2
2,579,24.0,0,0.0,2.6,2,0.1
4,223,4.4,0,3.9,18.7,2,2.1
4,466,7.3,9,7.4,25.0,3,7.0
5,48,24.0,0,1.3,4.6,2,1.4
1,73,14.0,8,7.9,19.7,2,7.0
1,501,13.5,0,1.2,24.2,3,6.6
4,639,18.9,5,5.5,9.2,2,1.9
5,172,7.9,1,2.2,23.2,3,8.7
2,195,19.3,2,2.0,13.8,2,5.7
4,19,16.5,0,0.8,22.7,3,6.8
1,197,9.1,1,2.2,23.1,2,4.3
1,45,15.4,10,8.7,19.4,2,3.0
1,111,18.0,0,0.8,18.6,2,5.0
1,646,7.3,0,1.1,19.8,2,4.0
2,675,7.6,0,0.9,0.7,2,2.9
4,240,19.4,5,3.6,24.9,3,2.5
1,382,23.4,0,1.3,0.4,2,2.0
2,233,9.0,0,0.8,25.0,3,8.3
2,12,5.0,16,14.1,17.7,2,3.9
2,280,19.5,5,4.3,6.3,2,4.0
3,655,10.6,0,0.5,1.5,2,4.3
1,566,10.8,2,2.0,6.0,2,1.2
1,317,6.0,3,2.4,6.3,2,0.5
3,467,6.2,0,1.0,24.8,3,2.8
2,705,8.2,0,0.8,25.1,3,4.3
2,584,13.0,1,3.0,6.5,2,2.1
2,100,14.8,0,0.7,24.3,3,6.5
1,689,7.1,4,6.0,8.7,2,3.7
3,17,6.4,17,17.9,8.5,2,3.2
2,543,0.4,0,0.8,3.7,2,4.1
1,451,14.3,4,4.0,10.1,2,3.3
2,11,4.3,0,1.1,1.4,2,2.5
2,227,9.6,0,1.5,15.1,2,5.1
4,567,4.0,0,1.0,23.4,3,4.5
2,409,12.3,0,0.0,22.1,2,2.0
1,353,22.0,0,1.0,4.5,2,6.8
1,665,1.9,1,3.2,16.7,2,2.1
4,265,9.1,6,4.9,17.7,2,4.9
2,14,5.9,18,18.2,4.7,2,2.2
1,271,13.0,0,0.1,2.5,2,2.2
4,606,16.0,7,6.8,10.2,2,1.0
3,349,9.6,2,4.7,5.4,2,5.4
2,469,5.3,0,0.6,1.5,2,4.9
3,256,6.0,2,3.8,7.0,2,2.5
4,187,14.8,8,7.9,18.2,2,6.2
2,457,18.9,0,0.8,19.3,2,5.0
1,677,18.4,7,5.9,3.1,2,0.3
1,150,10.9,1,1.1,22.8,3,6.5
3,300,7.4,0,0.5,1.5,2,1.7
3,123,24.0,0,0.7,2.7,2,1.0
2,523,19.0,3,2.9,27.3,3,4.0
1,109,21.9,0,1.0,2.3,2,2.0
4,459,9.0,0,0.7,25.0,3,4.4
1,696,21.8,1,2.8,4.2,2,0.0
4,219,14.1,11,9.8,2.2,2,4.9
1,100,11.0,1,1.7,17.2,2,1.3
2,267,19.5,0,0.7,3.1,2,4.0
4,130,11.0,3,5.2,10.2,2,2.3
2,119,24.0,0,0.0,14.2,2,10.9
4,637,6.3,0,1.0,22.9,3,4.9
2,302,14.1,2,3.3,2.6,2,2.5
1,579,16.4,2,3.0,10.9,2,1.8
4,470,14.6,0,0.7,21.7,2,3.6
2,178,9.8,1,5.0,4.8,2,2.8
1,667,23.4,0,1.3,2.9,2,2.3
3,466,8.0,4,4.0,4.0,2,1.0
1,510,11.5,1,2.0,17.0,2,3.6
3,369,17.0,0,0.8,22.9,3,12.8
3,204,12.0,0,0.9,22.8,3,6.4
4,461,19.5,0,0.8,6.2,2,2.8
1,147,10.4,0,0.9,18.1,2,5.4
4,318,13.0,0,0.8,24.0,3,4.4
1,503,11.4,2,2.0,5.8,2,2.6
2,600,20.5,1,1.2,1.4,2,5.5
1,220,23.1,0,0.4,4.4,2,3.2
3,551,10.0,1,2.1,5.2,2,0.9
1,596,15.1,0,0.8,7.7,2,3.3
1,649,11.2,0,1.0,23.1,3,4.7
2,255,12.4,14,12.1,19.8,2,4.6
1,243,12.0,1,1.8,8.3,2,2.2
3,536,6.1,0,0.8,20.0,2,10.9
4,622,14.8,0,0.8,24.6,3,5.0
3,682,13.6,0,1.0,19.7,2,3.6
3,301,2.9,1,1.5,25.6,3,3.7
1,422,22.6,1,1.3,4.5,2,2.3
1,269,6.9,0,0.6,4.7,2,3.7
4,339,5.3,0,0.9,17.8,2,5.9
1,124,4.5,0,0.6,9.5,2,3.9
2,389,20.6,0,0.5,4.9,2,2.9
2,538,15.0,10,8.0,12.3,2,2.7
2,420,7.7,2,1.9,12.4,2,1.9
4,429,7.7,3,5.0,12.9,2,7.0
3,353,14.8,2,3.4,12.9,2,2.3
4,112,24.0,0,0.0,14.7,2,13.0
3,602,23.1,0,0.6,3.8,2,2.9
2,203,14.0,0,0.8,25.2,3,6.0
3,77,5.1,0,2.0,19.7,2,3.7
2,595,23.3,0,2.1,2.9,2,1.4
4,664,11.9,1,1.4,8.9,2,3.0
4,518,1.2,4,5.6,24.5,3,2.1
1,322,14.8,0,0.9,10.2,2,3.5
3,535,11.7,0,0.6,4.4,2,2.6
1,241,8.5,5,5.5,15.2,2,4.5
2,92,1.4,0,0.0,15.8,2,5.2
4,395,17.9,0,1.0,23.2,3,7.9
1,425,8.7,7,6.4,11.7,2,3.2
1,589,7.1,1,1.2,3.8,2,1.7
3,546,11.9,1,1.8,19.3,2,3.7
1,584,14.6,2,1.7,11.3,2,2.4
4,432,3.6,0,1.0,15.6,2,3.7
2,123,17.0,8,7.2,3.7,2,0.1
2,440,7.7,0,0.9,22.4,3,6.5
3,694,17.6,1,1.4,6.7,2,1.5
3,70,6.5,3,3.2,16.8,2,4.7
3,319,6.2,0,0.9,24.2,3,6.8
1,45,18.4,5,3.8,3.2,2,1.8
3,185,9.6,5,5.0,6.0,2,4.9
3,422,9.9,0,1.0,25.1,3,4.4
1,219,20.2,0,0.0,18.0,2,7.4
2,639,11.2,16,13.0,11.5,2,1.5
1,113,11.7,12,12.4,19.3,2,2.9
3,434,16.0,1,1.3,20.2,2,5.4
2,571,12.3,0,3.3,20.0,2,4.6
1,427,14.0,1,1.5,1.9,2,1.4
2,397,14.7,9,8.5,24.8,3,5.0
2,609,18.5,0,0.7,25.2,3,6.3
4,440,12.8,0,0.6,22.1,3,3.9
3,99,11.0,1,4.4,19.4,2,3.8
1,481,22.0,1,2.0,16.9,2,6.4
1,229,7.6,2,2.6,8.7,2,1.7
2,334,19.0,0,1.2,22.8,2,7.2
3,294,19.9,0,0.0,3.2,2,2.9
1,572,13.9,1,2.2,19.4,2,4.5
3,401,5.2,0,1.0,18.0,2,4.9
4,62,3.0,4,4.6,19.0,2,4.5
1,22,13.0,0,0.9,19.2,2,5.2
1,37,18.2,0,0.7,24.7,3,6.9
3,182,4.7,3,2.2,19.9,2,3.8
3,479,8.0,0,0.6,24.6,3,7.7
2,606,8.4,2,2.3,6.4,2,4.1
4,326,24.0,0,0.0,0.8,2,0.2
4,73,4.0,0,0.7,24.5,3,4.8
1,39,8.6,18,15.4,11.8,2,3.2
2,272,24.0,0,1.1,5.2,2,3.5
1,475,14.2,1,2.6,8.6,2,3.0
1,622,9.1,1,3.2,1.9,2,3.9
1,209,15.6,0,0.9,1.3,2,2.2
1,516,15.0,0,0.8,24.2,3,5.5
4,212,4.3,0,1.6,26.6,3,4.6
3,442,19.1,2,2.3,9.7,2,4.3
1,421,21.0,0,0.6,2.3,2,1.9
2,628,19.1,4,4.0,10.5,2,3.7
5,206,4.1,5,3.7,10.9,2,3.2
3,601,19.0,1,1.8,5.5,2,2.1
4,101,11.8,8,11.3,18.3,2,2.3
3,435,4.0,2,2.5,9.0,2,2.2
1,338,21.1,0,1.0,24.1,3,7.0
3,192,12.0,1,1.6,23.5,3,3.6
3,131,10.6,2,2.9,8.2,2,3.8
4,103,11.4,0,1.1,23.3,2,7.6
1,585,4.3,0,0.7,1.2,2,4.0
1,304,11.5,1,1.4,21.9,2,2.7
2,30,4.9,2,1.6,12.0,2,2.8
2,585,19.5,0,1.0,20.4,2,6.8
3,350,15.0,0,0.7,3.1,2,2.3
1,281,7.0,3,5.0,16.8,2,3.1
2,604,2.0,2,2.1,24.6,3,4.0
1,30,8.6,0,0.0,6.9,2,0.7
3,322,1.4,3,2.0,33.1,3,6.4
3,407,7.9,0,0.6,1.3,2,2.1
1,397,17.2,6,4.4,24.8,3,7.2
2,534,9.7,3,4.6,5.7,2,2.4
4,304,13.1,0,1.3,23.7,2,4.1
4,149,24.0,0,0.0,3.1,2,3.0
4,518,7.8,0,1.4,4.1,2,2.7
4,380,15.0,13,9.7,10.3,2,2.4
3,395,13.6,0,1.0,22.2,3,5.6
2,156,10.9,4,3.7,7.7,2,1.4
2,422,11.7,1,1.8,18.6,2,4.5
4,75,17.2,0,0.8,17.5,2,3.8
2,326,5.3,0,0.9,26.0,3,4.3
3,328,8.2,3,2.4,10.7,2,5.9
2,429,0.2,1,1.0,17.5,2,5.2
4,80,18.5,0,0.5,25.1,3,7.2
2,185,5.0,0,0.4,2.1,2,2.0
3,361,0.9,1,4.0,40.0,3,7.0
4,526,5.2,0,0.7,4.5,2,1.5
3,564,20.4,0,0.0,14.8,2,2.8
4,582,14.7,0,1.0,24.6,3,7.5
1,477,2.5,6,6.4,7.6,2,1.5
1,34,6.3,1,2.1,24.0,3,4.9
4,319,14.2,2,3.5,3.0,2,2.2
2,403,18.5,1,2.5,12.7,2,3.5
2,154,20.6,1,2.0,4.6,2,2.9
3,151,13.2,2,2.1,14.8,2,2.5
1,65,17.9,0,0.9,26.0,3,4.3
1,447,10.9,0,0.7,2.8,2,2.5
4,312,11.6,12,11.4,0.6,2,0.2
1,647,8.3,0,4.6,2.8,2,2.9
2,357,14.2,11,9.2,20.9,2,6.1
1,473,8.1,0,0.8,14.4,2,5.1
3,71,10.4,0,1.2,22.0,2,7.8
3,193,18.7,0,1.1,23.2,3,13.2
3,174,17.2,4,4.8,20.8,2,6.4
3,627,14.4,7,7.5,25.3,3,4.1
4,512,6.1,1,1.9,20.2,2,2.9
2,93,4.7,0,1.1,23.4,3,13.7
4,527,10.4,0,0.8,17.2,2,5.5
2,54,15.6,0,1.0,15.8,2,5.3
1,501,3.4,2,2.8,24.5,3,2.6
4,348,8.1,2,2.3,11.8,2,3.5
3,336,11.4,0,1.7,6.1,2,2.3
1,356,4.5,0,0.9,22.9,2,5.0
1,280,22.0,4,3.3,5.1,2,2.9
2,481,19.0,0,0.9,25.1,3,5.4
2,576,19.5,3,2.4,1.6,2,5.3
3,105,16.4,9,8.1,8.9,2,4.3
3,494,18.5,0,0.5,1.3,2,2.8
1,269,17.7,0,0.7,4.8,2,2.3
3,462,9.0,0,1.3,24.8,3,6.2
2,389,18.9,0,0.8,22.1,3,4.8
3,250,13.2,0,1.2,4.0,2,2.1
3,611,5.0,0,0.9,7.5,2,2.1
4,282,6.0,6,6.5,3.7,2,1.2
3,544,8.4,3,5.5,14.7,2,6.2
2,543,18.1,0,5.6,25.6,2,11.4
3,563,23.5,0,2.1,3.2,2,2.0
4,366,24.0,0,0.2,1.3,2,1.5
1,148,7.4,1,2.1,21.2,2,3.7
1,695,22.1,1,2.7,6.4,2,3.2
2,111,9.2,1,2.1,7.6,2,2.3
1,370,6.4,1,3.1,14.3,2,4.0
3,626,6.2,0,1.0,23.8,3,4.6
4,489,18.6,3,3.6,24.0,3,9.6
3,471,19.3,0,1.4,22.5,3,11.5
2,547,10.5,2,1.9,13.1,2,3.3
3,22,12.8,1,3.8,4.1,2,2.3
1,633,14.0,3,2.7,15.7,2,5.6
1,424,18.0,6,6.8,5.8,2,1.8
1,246,20.1,0,0.9,4.7,2,2.8
1,179,22.0,0,0.9,17.0,2,6.6
2,113,1.9,1,7.4,13.2,2,3.3
4,678,19.1,0,0.5,0.7,2,2.9
4,193,15.7,3,3.3,7.8,2,1.9
3,413,20.0,1,1.9,4.1,2,0.5
2,396,12.8,2,4.7,5.7,2,1.8
4,485,15.3,2,1.8,15.7,2,3.3
1,50,10.0,3,4.8,2.2,2,2.2
4,543,21.2,5,4.2,0.2,2,1.7
1,58,10.7,15,12.6,21.0,2,7.7
2,35,10.9,2,2.4,4.4,2,2.1
3,83,10.1,12,10.0,5.3,2,2.2
2,676,11.5,0,0.6,20.8,2,5.2
2,100,11.7,0,3.9,11.3,2,2.5
